title,control_title,Mod,priority,Recommendation Steps/Approach,COST,
Security,CodeBuild projects should not use an user controlled buildspec,AWS Well-Architected Framework, p1 ,Ensure CodeBuild projects do not use a user-controlled buildspec. Steps: 1. Review buildspec settings. 2. Configure buildspecs to use only approved versions. # REF:https://docs.aws.amazon.com/codebuild/latest/userguide/build-spec-ref.html,Cost: None/$0 ,
Security,API Gateway stage logging should be enabled,AWS Well-Architected Framework, p1 ,Enable API Gateway stage logging. Steps: 1. Review API Gateway settings. 2. Enable logging for stages as needed. # REF:https://docs.aws.amazon.com/apigateway/latest/developerguide/set-up-logging.html,Cost: None/$0 ,
Security,OpenSearch domains should have audit logging enabled.,AWS Well-Architected Framework, p1 ,Ensure OpenSearch domains have audit logging enabled. Steps: 1. Review OpenSearch settings. 2. Enable audit logging if it is not already enabled. # REF:https://docs.aws.amazon.com/opensearch-service/latest/developerguide/audit-logging.html,Cost: None/$0 ,
Security,CloudTrail trails should be integrated with CloudWatch logs,AWS Well-Architected Framework, p1 ,Integrate CloudTrail trails with CloudWatch logs. Steps: 1. Review CloudTrail settings. 2. Configure logging to CloudWatch. # REF:https://docs.aws.amazon.com/awscloudtrail/latest/userguide/cloudwatch-logs.html,Cost: None/$0 ,
Security,All S3 buckets should log S3 data events in CloudTrail,AWS Well-Architected Framework, p1 ,Ensure all S3 buckets log S3 data events in CloudTrail. Steps: 1. Review bucket settings. 2. Enable S3 data event logging. # REF:https://docs.aws.amazon.com/AmazonS3/latest/userguide/LoggingReferer.html,Cost: None/$0 ,
Security,ACM certificates should have transparency logging enabled,AWS Well-Architected Framework, p1 ,Ensure ACM certificates have transparency logging enabled. Steps: 1. Review ACM settings. 2. Enable logging if not already enabled. # REF:https://docs.aws.amazon.com/acm/latest/userguide/acm-logs.html,Cost: None/$0 ,
Security,Lambda functions CloudTrail logging should be enabled,AWS Well-Architected Framework, p1 ,Enable CloudTrail logging for Lambda functions. Steps: 1. Review function settings. 2. Enable logging for CloudTrail. # REF:https://docs.aws.amazon.com/lambda/latest/dg/monitoring-cloudwatchlogs.html,Cost: None/$0 ,
Security,CloudFront distributions access logs should be enabled,AWS Well-Architected Framework, p1 ,Enable access logs for CloudFront distributions. Steps: 1. Review CloudFront settings. 2. Enable logging for distributions. # REF:https://docs.aws.amazon.com/AmazonCloudFront/latest/DeveloperGuide/monitoring-using-logs.html,Cost: None/$0 ,
Security,3.10 Ensure that Object-level logging for write events is enabled for S3 bucket,AWS Well-Architected Framework, p1 ,Ensure object-level logging for write events is enabled for S3 buckets. Steps: 1. Navigate to S3 bucket settings. 2. Enable logging for write events. # REF:https://docs.aws.amazon.com/AmazonS3/latest/userguide/LoggingReferer.html,Cost: None/$0 ,
Security,3.11 Ensure that Object-level logging for read events is enabled for S3 bucket,AWS Well-Architected Framework, p1 ,Ensure object-level logging for read events is enabled for S3 buckets. Steps: 1. Review bucket logging settings. 2. Enable logging for read events. # REF:https://docs.aws.amazon.com/AmazonS3/latest/userguide/LoggingReferer.html,Cost: None/$0 ,
Security,EKS clusters should have control plane audit logging enabled,AWS Well-Architected Framework, p1 ,Ensure EKS clusters have control plane audit logging enabled. Steps: 1. Review EKS settings. 2. Enable audit logging if it is not already enabled. # REF:https://docs.aws.amazon.com/eks/latest/userguide/control-plane-logs.html,Cost: None/$0 ,
Security,ELB application and classic load balancer logging should be enabled,AWS Well-Architected Framework, p1 ,Enable logging for ELB application and classic load balancers. Steps: 1. Navigate to load balancer settings. 2. Enable access logs. # REF:https://docs.aws.amazon.com/elasticloadbalancing/latest/userguide/load-balancer-access-logs.html,Cost: None/$0 ,
Security,RDS DB instances should be integrated with CloudWatch logs,AWS Well-Architected Framework, p1 ,Integrate RDS DB instances with CloudWatch logs. Steps: 1. Review RDS instance settings. 2. Enable logging integration with CloudWatch. # REF:https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/USER_LogAccess.html,Cost: None/$0 ,
Security,AWS Redshift audit logging should be enabled,AWS Well-Architected Framework, p1 ,Enable audit logging for AWS Redshift. Steps: 1. Review Redshift settings. 2. Enable audit logging if it is not already enabled. # REF:https://docs.aws.amazon.com/redshift/latest/mgmt/caudit.html,Cost: None/$0 ,
Security,Route 53 zones should have query logging enabled,AWS Well-Architected Framework, p1 ,Ensure Route 53 zones have query logging enabled. Steps: 1. Review Route 53 settings. 2. Enable query logging for DNS queries. # REF:https://docs.aws.amazon.com/Route53/latest/DeveloperGuide/query-logging.html,Cost: None/$0 ,
Security,S3 buckets object logging should be enabled,AWS Well-Architected Framework, p1 ,Ensure S3 bucket object logging is enabled. Steps: 1. Review bucket settings. 2. Enable object logging if not already enabled. # REF:https://docs.aws.amazon.com/AmazonS3/latest/userguide/LoggingReferer.html,Cost: None/$0 ,
Security,VPC flow logs should be enabled,AWS Well-Architected Framework, p2 ,Enable VPC flow logs. Steps: 1. Review VPC settings. 2. Enable flow logs to capture traffic data. # REF:https://docs.aws.amazon.com/vpc/latest/userguide/flow-logs.html,Cost: None/$0 ,
Security,Elasticsearch domain should send logs to CloudWatch,AWS Well-Architected Framework, p1 ,Ensure Elasticsearch domains send logs to CloudWatch. Steps: 1. Review domain settings. 2. Enable log shipping to CloudWatch. # REF:https://docs.aws.amazon.com/elasticsearch-service/latest/developerguide/es-logs.html,Cost: None/$0 ,
Security,At least one multi-region AWS CloudTrail should be present in an account,AWS Well-Architected Framework, p1 ,Ensure at least one multi-region AWS CloudTrail is present. Steps: 1. Review CloudTrail settings. 2. Create a multi-region trail if none exists. # REF:https://docs.aws.amazon.com/awscloudtrail/latest/userguide/cloudtrail-create-and-update-a-trail.html,Cost: None/$0 ,
Security,Database logging should be enabled,AWS Well-Architected Framework, p1 ,Enable database logging. Steps: 1. Review database settings. 2. Enable logging features as needed. # REF:https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/USER_LogAccess.html,Cost: None/$0 ,
Security,VPC flow logs should be enabled,AWS Well-Architected Framework, p2 ,Ensure logging is enabled on AWS WAFv2 regional and global web access control list (ACLs). Steps: 1. Review WAF settings. 2. Enable logging if not already enabled. # REF:https://docs.aws.amazon.com/waf/latest/developerguide/logging.html,Cost: None/$0 ,
Security,Logging should be enabled on AWS WAFv2 regional and global web access control list (ACLs),AWS Well-Architected Framework, p1 ,Ensure at least one trail is enabled with security best practices. Steps: 1. Review CloudTrail settings. 2. Enable security best practice configurations. # REF:https://docs.aws.amazon.com/awscloudtrail/latest/userguide/cloudtrail-best-practices.html,Cost: None/$0 ,
Security,At least one trail should be enabled with security best practices,AWS Well-Architected Framework, p1 ,Ensure AWS Config is enabled. Steps: 1. Review AWS Config settings. 2. Enable AWS Config if not already enabled. # REF:https://docs.aws.amazon.com/config/latest/developerguide/what-is-aws-config.html,Cost: None/$0 ,
Security,AWS Redshift audit logging should be enabled,AWS Well-Architected Framework, p1 ,Automate response to events. Steps: 1. Set up AWS Lambda functions or SNS notifications. 2. Define response actions. Cost: Variable depending on services used.  REF:https://docs.aws.amazon.com/lambda/latest/dg/with-sns.html,Cost: None/$0 ,
Security,AWS Config should be enabled,AWS Well-Architected Framework, p1 ,Ensure AWS Config is enabled. Steps: 1. Navigate to AWS Config settings in the AWS Management Console. 2. Enable AWS Config. # REF:https://docs.aws.amazon.com/config/latest/developerguide/what-is-aws-config.html,Cost: None/$0 ,
Security,BP03 Automate response to events,AWS Well-Architected Framework, p1 ,Automate response to events. Steps: 1. Set up AWS Lambda functions or SNS notifications. 2. Define response actions to events. Cost: Variable depending on services used.  REF:https://docs.aws.amazon.com/lambda/latest/dg/with-sns.html,Cost: None/$0 ,
Security,Elasticsearch domain should send logs to CloudWatch,AWS Well-Architected Framework, p1 ,Ensure Elasticsearch domains send logs to CloudWatch. Steps: 1. Review domain settings. 2. Enable log shipping to CloudWatch if not enabled. # REF:https://docs.aws.amazon.com/elasticsearch-service/latest/developerguide/es-logs.html,Cost: None/$0 ,
Security,ELB application and classic load balancer logging should be enabled,AWS Well-Architected Framework, p1 ,Enable logging for ELB application and classic load balancers. Steps: 1. Navigate to load balancer settings. 2. Enable access logs. # REF:https://docs.aws.amazon.com/elasticloadbalancing/latest/userguide/load-balancer-access-logs.html,Cost: None/$0 ,
Security,At least one multi-region AWS CloudTrail should be present in an account,AWS Well-Architected Framework, p1 ,Ensure at least one multi-region AWS CloudTrail is present. Steps: 1. Review CloudTrail settings. 2. Create a multi-region trail if none exists. # REF:https://docs.aws.amazon.com/awscloudtrail/latest/userguide/cloudtrail-create-and-update-a-trail.html,Cost: None/$0 ,
Security,Database logging should be enabled,AWS Well-Architected Framework, p1 ,Enable database logging. Steps: 1. Review database settings. 2. Enable logging features as needed. # REF:https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/USER_LogAccess.html,Cost: None/$0 ,
Security,VPC flow logs should be enabled,AWS Well-Architected Framework, p2 ,Enable VPC flow logs. Steps: 1. Review VPC settings. 2. Enable flow logs to capture traffic data. # REF:https://docs.aws.amazon.com/vpc/latest/userguide/flow-logs.html,Cost: None/$0 ,
Security,Logging should be enabled on AWS WAFv2 regional and global web access control list (ACLs),AWS Well-Architected Framework, p1 ,Ensure logging is enabled on AWS WAFv2 regional and global web access control list (ACLs). Steps: 1. Review WAF settings. 2. Enable logging if not already enabled. # REF:https://docs.aws.amazon.com/waf/latest/developerguide/logging.html,Cost: None/$0 ,
Security,At least one trail should be enabled with security best practices,AWS Well-Architected Framework, p1 ,Ensure at least one trail is enabled with security best practices. Steps: 1. Review CloudTrail settings. 2. Enable security best practice configurations. # REF:https://docs.aws.amazon.com/awscloudtrail/latest/userguide/cloudtrail-best-practices.html,Cost: None/$0 ,
Security,AWS Redshift audit logging should be enabled,AWS Well-Architected Framework, p1 ,Ensure AWS Redshift audit logging is enabled. Steps: 1. Review Redshift settings. 2. Enable audit logging if it is not already enabled. # REF:https://docs.aws.amazon.com/redshift/latest/mgmt/caudit.html,Cost: None/$0 ,
Security,ES domains should be in a VPC,AWS Well-Architected Framework, p1 ,Ensure ES domains are in a VPC. Steps: 1. Review Elasticsearch domain settings. 2. Ensure it is configured to run within a VPC. # REF:https://docs.aws.amazon.com/elasticsearch-service/latest/developerguide/es-vpc.html,Cost: None/$0 ,
Security,OpenSearch domains should be in a VPC,AWS Well-Architected Framework, p1 ,Ensure OpenSearch domains are in a VPC. Steps: 1. Review OpenSearch domain settings. 2. Ensure it is configured to run within a VPC. # REF:https://docs.aws.amazon.com/opensearch-service/latest/developerguide/domain-vpc.html,Cost: None/$0 ,
Security,EC2 instances should be in a VPC,AWS Well-Architected Framework, p1 ,Ensure EC2 instances are in a VPC. Steps: 1. Review EC2 settings. 2. Ensure all instances are launched within a VPC. # REF:https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/launching-instance.html,Cost: None/$0 ,
Security,Lambda functions should be in a VPC,AWS Well-Architected Framework, p1 ,Ensure Lambda functions are in a VPC. Steps: 1. Review Lambda settings. 2. Ensure functions are configured to run within a VPC. # REF:https://docs.aws.amazon.com/lambda/latest/dg/configuration-vpc.html,Cost: None/$0 ,
Security,AWS Redshift enhanced VPC routing should be enabled,AWS Well-Architected Framework, p1 ,Ensure AWS Redshift enhanced VPC routing is enabled. Steps: 1. Review Redshift settings. 2. Enable enhanced VPC routing if it is not already enabled. # REF:https://docs.aws.amazon.com/redshift/latest/mgmt/enhanced-vpc-routing.html,Cost: None/$0 ,
Security,ELB application load balancers should have Web Application Firewall (WAF) enabled,AWS Well-Architected Framework, p1 ,"Enabling AWS WAF for ALB  helps to  protect web applications from common web threats like SQL injection, cross-site scripting (XSS), and DDoS attacks  , refer the links for implementation https://aws.amazon.com/blogs/aws/aws-web-application-firewall-waf-for-application-load-balancers/ and https://jadhavrohit.medium.com/integrating-aws-waf-with-aws-application-load-balancer-69377f946743  REF:",Cost: None/$0 ,
Security,API Gateway stage should be associated with waf,AWS Well-Architected Framework,p1,Ensure API Gateway stage is associated with AWS WAF. Steps: 1. Review API Gateway settings. 2. Associate with WAF to filter traffic. # REF:https://docs.aws.amazon.com/apigateway/latest/developerguide/apigateway-web-application-firewall.html,Cost: None/$0 ,
Security,CloudFront distributions should have AWS WAF enabled,AWS Well-Architected Framework,P1,Ensure CloudFront distributions have AWS WAF enabled. Steps: 1. Navigate to CloudFront settings. 2. Enable WAF association. # REF:https://docs.aws.amazon.com/waf/latest/developerguide/what-is-aws-waf.html,Cost: None/$0 ,
Security,EKS clusters endpoint should restrict public access,AWS Well-Architected Framework,P1,Ensure EKS clusters endpoint restricts public access. Steps: 1. Review EKS settings. 2. Adjust access settings to restrict public endpoints. # REF:https://docs.aws.amazon.com/eks/latest/userguide/pod-networking.html,Cost: None/$0 ,
Security,SageMaker models should have network isolation enabled,AWS Well-Architected Framework,P1,Ensure SageMaker models have network isolation enabled. Steps: 1. Review SageMaker settings. 2. Enable network isolation in model configuration. # REF:https://docs.aws.amazon.com/sagemaker/latest/dg/model-management.html,Cost: None/$0 ,
Security,SageMaker models should be in a VPC,AWS Well-Architected Framework,P1,Ensure SageMaker models are in a VPC. Steps: 1. Review model settings. 2. Configure to operate within a VPC. # REF:https://docs.aws.amazon.com/sagemaker/latest/dg/sagemaker-setup.html,Cost: None/$0 ,
Security,SageMaker notebook instances should be in a VPC,AWS Well-Architected Framework,P1,Ensure SageMaker notebook instances are in a VPC. Steps: 1. Review notebook settings. 2. Configure to run within a VPC. # REF:https://docs.aws.amazon.com/sagemaker/latest/dg/notebooks.html,Cost: None/$0 ,
Security,SageMaker training jobs should have network isolation enabled,AWS Well-Architected Framework,P1,Ensure SageMaker training jobs have network isolation enabled. Steps: 1. Review training job settings. 2. Enable network isolation if not already set. # REF:https://docs.aws.amazon.com/sagemaker/latest/dg/train-jobs.html,Cost: None/$0 ,
Security,SageMaker training jobs should be in VPC,AWS Well-Architected Framework,P1,Ensure SageMaker training jobs are in VPC. Steps: 1. Review training job settings. 2. Ensure they are configured to run within a VPC. # REF:https://docs.aws.amazon.com/sagemaker/latest/dg/training.html,Cost: None/$0 ,
Security,DMS replication instances should not be publicly accessible,AWS Well-Architected Framework,P1,Ensure DMS replication instances are not publicly accessible. Steps: 1. Review DMS settings. 2. Ensure replication instances are private. # REF:https://docs.aws.amazon.com/dms/latest/userguide/CHAP_Security.html,Cost: None/$0 ,
Security,EBS snapshots should not be publicly restorable,AWS Well-Architected Framework,P2,Ensure EBS snapshots are not publicly restorable. Steps: 1. Review snapshot settings. 2. Disable public access. # REF:https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/ebs-snapshots.html,Cost: None/$0 ,
Security,EC2 instances should not use multiple ENIs,AWS Well-Architected Framework,P2,Ensure EC2 instances do not use multiple ENIs. Steps: 1. Review instance settings. 2. Ensure compliance with single ENI usage. # REF:https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/MultipleIP.html,Cost: None/$0 ,
Security,SageMaker notebook instances should not have direct internet access,AWS Well-Architected Framework,P2,Ensure SageMaker notebook instances do not have direct internet access. Steps: 1. Review notebook settings. 2. Disable direct internet access. # REF:https://docs.aws.amazon.com/sagemaker/latest/dg/notebooks-vpc.html,Cost: None/$0 ,
Security,VPC subnet auto assign public IP should be disabled,AWS Well-Architected Framework,P2,Ensure VPC subnet auto-assign public IP is disabled. Steps: 1. Review subnet settings. 2. Disable public IP auto-assignment. # REF:https://docs.aws.amazon.com/vpc/latest/userguide/VPC_Scenario2.html,Cost: None/$0 ,
Security,VPC default security group should not allow inbound and outbound traffic,AWS Well-Architected Framework,P2,Ensure VPC default security group does not allow inbound and outbound traffic. Steps: 1. Review security group settings. 2. Modify rules to restrict traffic. # REF:https://docs.aws.amazon.com/vpc/latest/userguide/VPC_SecurityGroups.html,Cost: None/$0 ,
Security,API Gateway stages should have authorizers configured,AWS Well-Architected Framework,P1,Ensure API Gateway stages have authorizers configured. Steps: 1. Review stage settings. 2. Implement authorizers for API Gateway. # REF:https://docs.aws.amazon.com/apigateway/latest/developerguide/apigateway-authorizer.html,Cost: None/$0 ,
Security,S3 buckets access control lists (ACLs) should not be used to manage user access to buckets,AWS Well-Architected Framework,P2,Ensure S3 buckets' ACLs are not used to manage user access. Steps: 1. Review S3 bucket settings. 2. Use bucket policies instead of ACLs. # REF:https://docs.aws.amazon.com/AmazonS3/latest/userguide/acl-overview.html,Cost: None/$0 ,
Security,DMS replication instances should not be publicly accessible,AWS Well-Architected Framework,P1,Ensure DMS replication instances are not publicly accessible. Steps: 1. Review DMS settings. 2. Ensure replication instances are private. # REF:https://docs.aws.amazon.com/dms/latest/userguide/CHAP_Security.html,Cost: None/$0 ,
Security,Auto Scaling launch config public IP should be disabled,AWS Well-Architected Framework,P2,Ensure Auto Scaling launch configurations do not allow public IPs. Steps: 1. Review launch configurations. 2. Disable public IP assignment. # REF:https://docs.aws.amazon.com/autoscaling/ec2/userguide/as-LaunchConfiguration.html,Cost: None/$0 ,
Security,Network ACLs should not allow ingress from 0.0.0.0/0 to port 22 or port 3389,AWS Well-Architected Framework,P1,Ensure Network ACLs do not allow ingress from 0.0.0.0/0 to port 22 or port 3389. Steps: 1. Review ACL settings. 2. Block access to ports 22 and 3389. # REF:https://docs.aws.amazon.com/vpc/latest/userguide/VPC_ACLs.html,Cost: None/$0 ,
Security,VPC Security groups should only allow unrestricted incoming traffic for authorized ports,AWS Well-Architected Framework,P1,Ensure VPC security groups allow unrestricted incoming traffic only for authorized ports. Steps: 1. Review security group rules. 2. Restrict access to authorized ports only. # REF:https://docs.aws.amazon.com/vpc/latest/userguide/VPC_SecurityGroups.html,Cost: None/$0 ,
Security,5.2 Ensure no security groups allow ingress from 0.0.0.0/0 to remote server administration ports,AWS Well-Architected Framework,P1,Ensure no security groups allow ingress from 0.0.0.0/0 to remote server administration ports. Steps: 1. Audit security group rules. 2. Block unwanted access. # REF:https://docs.aws.amazon.com/vpc/latest/userguide/VPC_SecurityGroups.html,Cost: None/$0 ,
Security,VPC security groups should restrict ingress TCP and UDP access from 0.0.0.0/0,AWS Well-Architected Framework,P1,Ensure VPC security groups restrict ingress TCP and UDP access from 0.0.0.0/0. Steps: 1. Review security group rules. 2. Restrict TCP/UDP access to specific sources. # REF:https://docs.aws.amazon.com/vpc/latest/userguide/VPC_SecurityGroups.html,Cost: None/$0 ,
Security,VPC security groups should restrict ingress Kafka port access from 0.0.0.0/0,AWS Well-Architected Framework,P1,Ensure VPC security groups restrict ingress Kafka port access from 0.0.0.0/0. Steps: 1. Audit security groups. 2. Restrict access to Kafka ports. # REF:https://docs.aws.amazon.com/vpc/latest/userguide/VPC_SecurityGroups.html,Cost: None/$0 ,
Security,Security groups should not allow unrestricted access to ports with high risk,AWS Well-Architected Framework,P1,Ensure security groups do not allow unrestricted access to high-risk ports. Steps: 1. Review security group settings. 2. Limit access to high-risk ports. # REF:https://docs.aws.amazon.com/vpc/latest/userguide/VPC_SecurityGroups.html,Cost: None/$0 ,
Security,VPC security groups should restrict ingress redis access from 0.0.0.0/0,AWS Well-Architected Framework,P1,Ensure VPC security groups restrict ingress Redis access from 0.0.0.0/0. Steps: 1. Review security group settings. 2. Restrict Redis access. # REF:https://docs.aws.amazon.com/vpc/latest/userguide/VPC_SecurityGroups.html,Cost: None/$0 ,
Security,WAF global web ACL should have at least one rule or rule group,AWS Well-Architected Framework,P1,Ensure WAF global web ACL has at least one rule or rule group. Steps: 1. Check WAF settings. 2. Create a rule if none exist. # REF:https://docs.aws.amazon.com/waf/latest/developerguide/web-acl.html,Cost: None/$0 ,
Security,WAF global rule group should have at least one rule,AWS Well-Architected Framework,P1,Ensure WAF global rule group has at least one rule. Steps: 1. Review rule group settings. 2. Add a rule if none exist. # REF:https://docs.aws.amazon.com/waf/latest/developerguide/web-acl.html,Cost: None/$0 ,
Security,VPC network access control lists (network ACLs) should be associated with a subnet.,AWS Well-Architected Framework,P1,Ensure VPC network ACLs are associated with a subnet. Steps: 1. Review ACL associations. 2. Associate with appropriate subnets. # REF:https://docs.aws.amazon.com/vpc/latest/userguide/VPC_ACLs.html,Cost: None/$0 ,
Security,VPC default security group should not allow inbound and outbound traffic,AWS Well-Architected Framework,P1,Ensure the VPC default security group does not allow inbound and outbound traffic. Steps: 1. Review default security group settings. 2. Restrict traffic as necessary. # REF:https://docs.aws.amazon.com/vpc/latest/userguide/VPC_SecurityGroups.html,Cost: None/$0 ,
Security,EC2 instances should not be attached to 'launch wizard' security groups,AWS Well-Architected Framework,P1,Ensure EC2 instances are not attached to 'launch wizard' security groups. Steps: 1. Review instance security groups. 2. Reassign to compliant groups. # REF:https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/launch-templates.html,Cost: None/$0 ,
Security,Route53 domains privacy protection should be enabled,AWS Well-Architected Framework,P1,Ensure Route 53 domains have privacy protection enabled. Steps: 1. Review domain settings. 2. Enable privacy protection if not set. # REF:https://docs.aws.amazon.com/Route53/latest/DeveloperGuide/domain-name-privacy.html,Cost: None/$0 ,
Security,Route 53 domains should have transfer lock enabled,AWS Well-Architected Framework,P1,Ensure Route 53 domains have transfer lock enabled. Steps: 1. Review domain settings. 2. Enable transfer lock if not set. # REF:https://docs.aws.amazon.com/Route53/latest/DeveloperGuide/domain-name-transfers.html,Cost: None/$0 ,
Security,GuardDuty should be enabled,AWS Well-Architected Framework,P1,Ensure GuardDuty is enabled. Steps: 1. Navigate to GuardDuty settings. 2. Enable if not activated. # REF:https://docs.aws.amazon.com/guardduty/latest/ug/guardduty_what_is.html,Cost: None/$0 ,
Security,VPC flow logs should be enabled,AWS Well-Architected Framework,P1,Ensure VPC flow logs are enabled. Steps: 1. Review VPC settings. 2. Enable flow logs for monitoring. # REF:https://docs.aws.amazon.com/vpc/latest/userguide/flow-logs.html,Cost: None/$0 ,
Security,API Gateway stages should have authorizers configured,AWS Well-Architected Framework,P1,Ensure API Gateway stages have authorizers configured. Steps: 1. Review API Gateway settings. 2. Implement necessary authorizers. # REF:https://docs.aws.amazon.com/apigateway/latest/developerguide/apigateway-authorizer.html,Cost: None/$0 ,
Security,RDS DB instance automatic minor version upgrade should be enabled,AWS Well-Architected Framework,P1,Ensure RDS DB instance automatic minor version upgrades are enabled. Steps: 1. Review RDS settings. 2. Enable automatic minor version upgrades. # REF:https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/USER_UpgradeDBInstance.html,Cost: None/$0 ,
Security,CloudTrail trail log file validation should be enabled,AWS Well-Architected Framework,P1,Ensure CloudTrail trail log file validation is enabled. Steps: 1. Review CloudTrail settings. 2. Enable log file validation. # REF:https://docs.aws.amazon.com/awscloudtrail/latest/userguide/cloudtrail-log-file-validation.html,Cost: None/$0 ,
Security,At least one trail should be enabled with security best practices,AWS Well-Architected Framework,P1,Ensure at least one trail is enabled with security best practices. Steps: 1. Review CloudTrail configurations. 2. Enable best practices. # REF:https://docs.aws.amazon.com/awscloudtrail/latest/userguide/cloudtrail-best-practices.html,Cost: None/$0 ,
Security,EC2 instances should use IMDSv2,AWS Well-Architected Framework,P1,Ensure EC2 instances use IMDSv2. Steps: 1. Review instance metadata settings. 2. Enable IMDSv2 if not set. # REF:https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/ec2-instance-metadata.html,Cost: None/$0 ,
Security,Public EC2 instances should have IAM profile attached,AWS Well-Architected Framework,P1,Ensure public EC2 instances have an IAM profile attached. Steps: 1. Review instance settings. 2. Attach an IAM profile if missing. # REF:https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/iam-roles.html,Cost: None/$0 ,
Security,SSM managed instance patching should be compliant,AWS Well-Architected Framework,P1,Ensure SSM managed instance patching is compliant. Steps: 1. Review SSM settings. 2. Ensure patching compliance. # REF:https://docs.aws.amazon.com/systems-manager/latest/userguide/patch-manager.html,Cost: None/$0 ,
Security,Lambda functions should be in a VPC,AWS Well-Architected Framework,P1,Ensure Lambda functions are in a VPC. Steps: 1. Review Lambda settings. 2. Configure to run within a VPC. # REF:https://docs.aws.amazon.com/lambda/latest/dg/configuration-vpc.html,Cost: None/$0 ,
Security,ECS clusters should have container insights enabled,AWS Well-Architected Framework,P1,Ensure ECS clusters have container insights enabled. Steps: 1. Review ECS settings. 2. Enable container insights if not activated. # REF:https://docs.aws.amazon.com/AmazonECS/latest/userguide/container-insights.html,Cost: None/$0 ,
Security,ECS fargate services should run on the latest fargate platform version,AWS Well-Architected Framework,P1,Ensure ECS Fargate services run on the latest Fargate platform version. Steps: 1. Review service settings. 2. Update to the latest platform version. # REF:ECS Fargate :https://docs.aws.amazon.com/AmazonECS/latest/developerguide/platform_versions.html,Cost: None/$0 ,
Security,AWS Redshift should have required maintenance settings,AWS Well-Architected Framework,P1,Ensure AWS Redshift has required maintenance settings. Steps: 1. Review Redshift settings. 2. Configure necessary maintenance settings. # REF:AWS Redshift Maintenance :https://docs.aws.amazon.com/redshift/latest/mgmt/managing-cluster-maintenance.html,Cost: None/$0 ,
Security,EC2 instances should not use multiple ENIs,AWS Well-Architected Framework,P1,Ensure EC2 instances do not use multiple ENIs. Steps: 1. Review EC2 instance configurations. 2. Limit to a single ENI if possible. # REF:EC2 ENI Usage :https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/using-eni.html,Cost: None/$0 ,
Security,EC2 instances should have IAM profile attached,AWS Well-Architected Framework,P1,Ensure EC2 instances have an IAM profile attached. Steps: 1. Review EC2 instance settings. 2. Attach an IAM profile if missing. # REF:IAM Roles for EC2 :https://docs.aws.amazon.com/IAM/latest/UserGuide/id_roles_use_switch-role-ec2.html,Cost: None/$0 ,
Security,EC2 instances should be managed by AWS Systems Manager,AWS Well-Architected Framework,P1,Ensure EC2 instances are managed by AWS Systems Manager. Steps: 1. Review management settings. 2. Enable Systems Manager for the instances. # REF:AWS Systems Manager :https://docs.aws.amazon.com/systems-manager/latest/userguide/ssm-agent.html,Cost: None/$0 ,
Security,EC2 instances should not use multiple ENIs,AWS Well-Architected Framework,P1,Ensure EC2 stopped instances are removed within 30 days. Steps: 1. Implement a tagging policy for stopped instances. 2. Schedule removal of stopped instances older than 30 days. # REF:Stopping Instances :https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/Stop_Start.html,Cost: None/$0 ,
Security,EC2 stopped instances should be removed in 30 days,AWS Well-Architected Framework,P1,Ensure EC2 instances have an IAM profile attached. Steps: 1. Review EC2 instance settings. 2. Attach an IAM profile if missing. # REF:IAM Roles for EC2 :https://docs.aws.amazon.com/IAM/latest/UserGuide/introduction.html,Cost: None/$0 ,
Security,EC2 instances should have IAM profile attached,AWS Well-Architected Framework,P1,Ensure EC2 instances are managed by AWS Systems Manager. Steps: 1. Review management settings. 2. Enable Systems Manager for the instances. # REF:AWS Systems Manager :https://docs.aws.amazon.com/systems-manager/latest/userguide/what-is-systems-manager.html,Cost: None/$0 ,
Security,EC2 instances should be managed by AWS Systems Manager,AWS Well-Architected Framework,P1,Ensure EC2 instances do not use multiple ENIs. Steps: 1. Review EC2 instance configurations. 2. Limit to a single ENI if possible. # REF:EC2 ENI Usage :https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/concepts.html,Cost: None/$0 ,
Security,EC2 instances should not use multiple ENIs,AWS Well-Architected Framework,P1,Ensure EC2 stopped instances are removed within 30 days. Steps: 1. Implement a tagging policy for stopped instances. 2. Schedule removal of stopped instances older than 30 days. # REF:Stopping Instances :https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/Stop_Start.html,Cost: None/$0 ,
Security,EC2 stopped instances should be removed in 30 days,AWS Well-Architected Framework,P1,Ensure EC2 stopped instances are removed within 30 days. Steps: 1. Implement a tagging policy for stopped instances. 2. Schedule removal of stopped instances older than 30 days. # REF:Stopping Instances :https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/Stop_Start.html,Cost: None/$0 ,
